user_reputation,taker_mpxr_delta,range_weight,intermediate_quality,post_quality
163,-5.994918179657416,15,-6.894155906606028,-0.8992377269486118
140,2.2175842370536394,15,2.550221872611685,0.3326376355580458
188,-5.225746851223487,15,-6.0096088789070095,-0.7838620276835222
378,-4.043422536283634,30,-5.256449297168724,-1.2130267608850902
221,-7.726781664769879,20,-9.272137997723854,-1.5453563329539755
251,7.770745170802197,20,9.324894204962636,1.5541490341604387
365,7.352055488610041,30,9.557672135193053,2.205616646583012
375,3.842355358391682,30,4.995061965909187,1.152706607517505
221,1.600344861996966,20,1.920413834396359,0.320068972399393
205,-0.17107928534748496,20,-0.20529514241698193,-0.03421585706949698
18,-4.137402905851051,5,-4.344273051143603,-0.20687014529255254
236,5.52095077036531,20,6.625140924438372,1.1041901540730619
293,-4.0079454654760855,20,-4.809534558571302,-0.8015890930952168
79,8.886705339304672,10,9.77537587323514,0.8886705339304672
314,6.172844501193143,30,8.024697851551087,1.8518533503579437
314,9.95923247779212,30,12.947002221129758,2.987769743337637
6,-5.022118163738822,4,-5.223002890288376,-0.20088472654955325
319,4.254478584628188,30,5.530822160016645,1.2763435753884567
281,8.218054592053157,20,9.861665510463789,1.6436109184106318
329,4.109243419919714,30,5.342016445895629,1.2327730259759146
236,4.6748164059887145,20,5.609779687186458,0.9349632811977431
366,2.4526530848338197,30,3.1884490102839655,0.7357959254501458
199,-3.4884153425253794,15,-4.011677643904186,-0.5232623013788062
14,-8.978783626937986,5,-9.427722808284885,-0.4489391813468995
128,-4.672509717797951,15,-5.373386175467643,-0.7008764576696924
338,-2.1959839332570574,30,-2.8547791132341747,-0.6587951799771172
205,-4.763589721395098,20,-5.716307665674117,-0.9527179442790192
219,8.227819248770977,20,9.873383098525172,1.6455638497541951
294,6.742355712849079,20,8.090826855418895,1.3484711425698155
156,-1.0180281260745954,15,-1.1707323449857845,-0.15270421891118913
346,8.58993743962699,30,11.166918671515088,2.576981231888098
78,-9.744366631476385,10,-10.718803294624024,-0.9744366631476389
62,-6.48209107798672,9,-7.065479275005525,-0.5833881970188051
275,-7.661135852701932,20,-9.193363023242318,-1.532227170540386
338,-0.36185889314654496,30,-0.47041656109050844,-0.10855766794396349
379,-6.3466093943247355,30,-8.250592212622156,-1.90398281829742
135,0.059658270558992754,15,0.06860701114284166,0.00894874058384891
223,9.319392568959348,20,11.183271082751217,1.8638785137918692
226,4.893584390003511,20,5.872301268004213,0.9787168780007018
135,-3.2349135908387305,15,-3.72015062946454,-0.48523703862580936
159,-7.739574894846486,15,-8.900511129073458,-1.1609362342269716
158,-1.5954124523460607,15,-1.8347243201979697,-0.23931186785190905
172,4.174101930590002,15,4.800217220178502,0.6261152895885003
265,-3.0083718061587454,20,-3.6100461673904944,-0.601674361231749
258,5.014537309029059,20,6.017444770834871,1.0029074618058118
140,-1.5944828062201637,15,-1.833655227153188,-0.23917242093302438
305,8.209834307407256,30,10.672784599629432,2.4629502922221764
9,5.843860324032359,4,6.077614736993654,0.23375441296129473
281,-9.994615562679822,20,-11.993538675215786,-1.998923112535964
144,6.387459094630781,15,7.345577958825398,0.958118864194617
349,-0.5191947197184987,30,-0.6749531356340484,-0.15575841591554962
380,8.054409116651758,30,10.470731851647287,2.4163227349955285
395,5.353892351867749,30,6.960060057428074,1.606167705560325
261,9.890126350459639,20,11.868151620551567,1.978025270091928
97,-7.173247812587025,10,-7.890572593845729,-0.7173247812587036
64,-7.626331078790924,9,-8.312700875882108,-0.6863697970911833
21,0.8023482433191518,7,0.8585126203514925,0.05616437703234067
379,-6.511942089313312,30,-8.465524716107305,-1.9535826267939935
258,3.966838939142871,20,4.760206726971445,0.7933677878285739
93,-4.32762332794214,10,-4.760385660736355,-0.4327623327942147
345,7.804648996457082,30,10.146043695394207,2.3413946989371244
9,3.3293935496463245,4,3.4625692916321777,0.13317574198585325
69,-0.32627072129633206,9,-0.355635086213002,-0.02936436491666994
123,9.25209751877913,15,10.639912146596,1.3878146278168693
181,7.492476749132489,15,8.616348261502361,1.1238715123698721
194,-7.528037075467959,15,-8.657242636788153,-1.1292055613201937
191,-8.106793334057178,15,-9.322812334165754,-1.2160190001085756
164,-0.7125028690287607,15,-0.8193782993830747,-0.10687543035431402
257,-8.191644806420822,20,-9.829973767704987,-1.6383289612841647
290,-0.18990629269019976,20,-0.2278875512282397,-0.037981258538039936
98,8.01327562891474,10,8.814603191806215,0.8013275628914744
397,9.866193888606901,30,12.826052055188972,2.9598581665820713
364,4.455362306227249,30,5.791970998095424,1.3366086918681752
89,4.6222592162554434,10,5.084485137880988,0.4622259216255449
72,0.05393400014899896,9,0.058788060162408874,0.004854060013409912
22,-5.5260423059041885,7,-5.912865267317482,-0.3868229614132934
275,-4.433512793880006,20,-5.320215352656007,-0.8867025587760011
3,-7.401054104077871,4,-7.697096268240986,-0.296042164163115
217,-2.912139921414731,20,-3.4945679056976773,-0.5824279842829463
167,-7.986534939560399,15,-9.184515180494458,-1.1979802409340587
36,-6.448079561146471,7,-6.899445130426725,-0.4513655692802532
45,2.3036213638045506,7,2.464874859270869,0.1612534954663185
178,-2.8807951515838752,15,-3.3129144243214563,-0.4321192727375811
209,-1.9412364746331185,20,-2.3294837695597423,-0.3882472949266238
158,-8.120232315973027,15,-9.33826716336898,-1.2180348473959537
234,-1.5386993467703487,20,-1.8464392161244183,-0.3077398693540696
343,1.1243124971464837,30,1.461606246290429,0.33729374914394517
16,1.9700588077973862,5,2.0685617481872556,0.0985029403898694
43,-1.8788700642509433,7,-2.0103909687485095,-0.13152090449756626
146,0.3460102529704159,15,0.3979117909159782,0.05190153794556235
199,-4.927225508197372,15,-5.666309334426978,-0.7390838262296056
93,5.048484871786984,10,5.553333358965683,0.5048484871786991
302,-1.4620599308883797,30,-1.9006779101548936,-0.4386179792665139
236,-7.363555280319616,20,-8.83626633638354,-1.4727110560639236
225,6.983076762024261,20,8.379692114429114,1.3966153524048526
92,0.22598492293091255,10,0.24858341522400382,0.02259849229309127
105,9.686602899632174,10,10.655263189595392,0.9686602899632177
311,5.956609572682316,30,7.743592444487011,1.7869828718046952
142,9.26145097511099,15,10.650668621377637,1.3892176462666477
357,-2.595749048229605,30,-3.374473762698486,-0.7787247144688814
366,7.430221521199552,30,9.65928797755942,2.2290664563598668
46,-7.754343071157019,7,-8.297147086138011,-0.5428040149809918
117,8.141802699355786,10,8.955982969291366,0.81418026993558
166,-7.641064486316593,15,-8.787224159264081,-1.1461596729474879
197,9.19232347638632,15,10.571171997844267,1.3788485214579467
22,2.7786871684579157,7,2.97319527024997,0.19450810179205424
337,9.030148279852405,30,11.739192763808127,2.709044483955722
146,2.5030356334051156,15,2.8784909784158828,0.37545534501076716
207,-4.840847483792614,20,-5.809016980551137,-0.9681694967585228
387,2.1046449090835413,30,2.7360383818086036,0.6313934727250623
40,-0.4380456289680019,7,-0.4687088229957621,-0.030663194027760188
391,3.7195640240688537,30,4.83543323128951,1.1158692072206566
314,7.761188793611424,30,10.089545431694852,2.3283566380834273
121,5.3417048821811015,15,6.142960614508266,0.8012557323271645
346,6.36585973434989,30,8.275617654654857,1.9097579203049673
307,7.961669985513055,30,10.350170981166972,2.388500995653917
270,4.932535580330402,20,5.919042696396482,0.9865071160660799
391,6.204105494386084,30,8.06533714270191,1.861231648315826
111,-9.799512305693659,10,-10.779463536263025,-0.9799512305693661
142,0.6416215365918596,15,0.7378647670806385,0.09624323048877892
73,3.6326921671764616,9,3.9596344622223434,0.3269422950458818
162,-6.027336920341966,15,-6.931437458393261,-0.9041005380512948
338,0.2908077743895614,30,0.37805010670642986,0.08724233231686845
292,0.9653963604867535,20,1.1584756325841041,0.19307927209735065
173,-7.114701489676123,15,-8.18190671312754,-1.0672052234514178
349,-6.610318788238927,30,-8.593414424710605,-1.9830956364716785
10,-7.306701220589,5,-7.67203628161845,-0.3653350610294499
395,-9.44519090779394,30,-12.278748180132123,-2.833557272338183
244,-9.72251401290402,20,-11.667016815484823,-1.9445028025808035
341,-4.3540748542881165,30,-5.660297310574552,-1.3062224562864353
288,4.092592512519024,20,4.911111015022829,0.8185185025038049
59,-0.1425476875521845,9,-0.1553769794318811,-0.012829291879696614
57,9.987882077455588,9,10.886791464426592,0.8989093869710043
84,-8.818749691806884,10,-9.700624660987573,-0.8818749691806893
52,0.1702517949939093,9,0.18557445654336116,0.01532266154945186
208,-6.1583811099369745,20,-7.390057331924369,-1.231676221987395
311,-6.95791384570299,30,-9.045287999413887,-2.087374153710897
299,-0.5947310181947536,20,-0.7136772218337043,-0.1189462036389507
190,6.597464484252388,15,7.587084156890246,0.9896196726378577
286,7.849936472626801,20,9.419923767152161,1.56998729452536
125,-1.3323744170839191,15,-1.5322305796465068,-0.19985616256258765
367,9.708412387923037,30,12.620936104299949,2.9125237163769118
232,-0.23213592697896424,20,-0.27856311237475706,-0.046427185395792825
189,1.6550165521061935,15,1.9032690349221224,0.24825248281592893
275,9.941131792239496,20,11.929358150687394,1.988226358447898
110,9.93672913367823,10,10.930402047046055,0.9936729133678242
41,5.317786959523991,7,5.69003204669067,0.3722450871666796
258,3.5243914529155163,20,4.2292697434986195,0.7048782905831033
153,9.182805993634965,15,10.560226892680209,1.3774208990452443
368,8.022991575192759,30,10.429889047750587,2.4068974725578283
102,1.0073347307006415,10,1.1080682037707057,0.1007334730700642
145,5.080488837045156,15,5.842562162601928,0.7620733255567727
35,-8.780970241032836,7,-9.395638157905136,-0.6146679168722997
328,-6.295233288251647,30,-8.183803274727142,-1.8885699864754946
115,3.8051659753188147,10,4.185682572850697,0.38051659753188183
37,7.958946568214525,7,8.516072827989543,0.5571262597750177
237,4.4248789466461105,20,5.309854735975333,0.8849757893292223
132,2.9744401182972915,15,3.420606136041885,0.44616601774459363
195,5.058679932371337,15,5.817481922227037,0.7588019898556997
235,-6.372583528338636,20,-7.647100234006363,-1.2745167056677271
224,-0.6472842673413375,20,-0.776741120809605,-0.12945685346826752
27,2.3904431684519007,7,2.557774190243534,0.16733102179163328
47,3.982263998589385,7,4.261022478490642,0.27875847990125724
262,-3.8253707843912537,20,-4.590444941269504,-0.7650741568782502
110,-0.2981479042833399,10,-0.32796269471167394,-0.029814790428334015
338,1.0916873646905003,30,1.4191935740976505,0.32750620940715014
181,0.5347850201793154,15,0.6150027732062127,0.08021775302689726
104,-1.0983214103715628,10,-1.2081535514087192,-0.10983214103715633
194,-7.468172516003051,15,-8.588398393403509,-1.1202258774004576
163,3.0415653065330766,15,3.497800102513038,0.4562347959799613
131,6.4529514065077045,15,7.42089411748386,0.9679427109761551
230,2.6495289880381527,20,3.179434785645783,0.5299057976076305
150,-6.700445419937012,15,-7.705512232927563,-1.0050668129905516
93,7.793051879782638,10,8.572357067760903,0.7793051879782649
49,5.392104822678176,7,5.769552160265649,0.37744733758747273
85,6.3120877162364835,10,6.943296487860132,0.6312087716236485
141,9.56320467032382,15,10.997685370872393,1.4344807005485727
382,-7.817268759678367,30,-10.162449387581876,-2.3451806279035097
108,-2.3397569237234173,10,-2.573732616095759,-0.23397569237234173
284,0.3109934852920322,20,0.3731921823504386,0.062198697058406416
224,-7.035383635030534,20,-8.442460362036641,-1.4070767270061069
115,1.7780818288236588,10,1.955890011706025,0.1778081828823661
55,3.3523715976481157,9,3.6540850414364465,0.30171344378833087
266,-7.465645481143229,20,-8.958774577371875,-1.493129096228646
51,4.156065341038033,9,4.530111221731457,0.3740458806934237
303,-1.831595975680667,30,-2.381074768384867,-0.5494787927042002
232,3.9553116174969194,20,4.746373940996303,0.7910623234993839
339,5.938155687438423,30,7.71960239366995,1.7814467062315273
116,4.811144750765401,10,5.292259225841941,0.4811144750765406
164,-3.190367026853991,15,-3.6689220808820897,-0.4785550540280985
383,-3.103343024960081,30,-4.0343459324481055,-0.9310029074880246
322,-6.198540544708795,30,-8.058102708121433,-1.8595621634126385
23,3.0872590670706757,7,3.303367201765623,0.21610813469494738
218,-2.3473473495395254,20,-2.8168168194474306,-0.46946946990790517
184,2.730193851442994,15,3.139722929159443,0.40952907771644886
368,7.561854807458566,30,9.830411249696136,2.2685564422375695
244,-7.513243093041593,20,-9.015891711649912,-1.502648618608319
197,8.892678884110591,15,10.22658071672718,1.3339018326165881
283,0.5541379927539207,20,0.6649655913047049,0.11082759855078417
5,-0.3871761791493018,4,-0.4026632263152739,-0.015487047165972101
132,6.428952735337511,15,7.393295645638137,0.9643429103006262
143,4.944010336627276,15,5.685611887121367,0.7416015504940914
146,-3.2770661311567135,15,-3.7686260508302203,-0.49155991967350676
64,1.0977745714978653,9,1.1965742829326733,0.09879971143480804
138,-0.5043418422241768,15,-0.5799931185578032,-0.07565127633362645
374,6.976981098358404,30,9.070075427865927,2.0930943295075224
389,7.0216951442029725,30,9.128203687463865,2.106508543260892
122,0.6491091600095338,15,0.7464755340109638,0.09736637400143
287,4.213954052294227,20,5.056744862753072,0.8427908104588449
12,-3.349182975995544,5,-3.5166421247953212,-0.1674591487997774
149,4.125618302980525,15,4.7444610484276035,0.6188427454470782
104,-6.227741810600915,10,-6.850515991661007,-0.622774181060092
263,-9.282106426439082,20,-11.138527711726898,-1.8564212852878157
292,1.1801810024590313,20,1.4162172029508375,0.23603620049180618
169,-3.7199082751566355,15,-4.2778945164301305,-0.557986241273495
289,-8.042412335014404,20,-9.650894802017286,-1.6084824670028812
97,-8.065339075442694,10,-8.871872982986964,-0.8065339075442708
27,-3.520901912385151,7,-3.7673650462521118,-0.24646313386696095
341,1.5669549069376636,30,2.0370413790189628,0.47008647208129917
171,-3.04150056484616,15,-3.4977256495730837,-0.4562250847269236
305,7.684559751651783,30,9.989927677147318,2.305367925495535
119,-4.535668209453149,10,-4.989235030398465,-0.45356682094531564
352,-0.37421597866018175,30,-0.48648077225823627,-0.11226479359805452
193,-6.521433097871623,15,-7.499648062552366,-0.9782149646807428
52,7.603086759433822,9,8.287364567782866,0.6842778083490444
347,5.999720335265774,30,7.799636435845507,1.7999161005797326
40,-2.09766552793975,7,-2.2445021148955324,-0.1468365869557826
307,-4.267895215039681,30,-5.548263779551586,-1.280368564511905
251,-5.561417065478422,20,-6.673700478574107,-1.1122834130956845
26,4.582279641595514,7,4.9030392165072,0.32075957491168605
313,-7.660749145505637,30,-9.958973889157328,-2.2982247436516907
15,-3.884996406732169,5,-4.0792462270687775,-0.19424982033660854
45,3.120504709153767,7,3.338940038794531,0.21843532964076395
61,9.398236187349411,9,10.244077444210859,0.8458412568614477
174,-8.342260273059342,15,-9.593599314018242,-1.2513390409589
311,-9.541799225973937,30,-12.40433899376612,-2.8625397677921818
396,0.5163305874555686,30,0.6712297636922392,0.1548991762366706
267,3.965051258098713,20,4.7580615097184555,0.7930102516197426
105,6.777887455234978,10,7.455676200758477,0.6777887455234985
245,5.09428490542521,20,6.1131418865102525,1.018856981085042
268,9.486399244970155,20,11.383679093964185,1.89727984899403
227,-3.2463108942882464,20,-3.8955730731458953,-0.6492621788576489
229,6.777552252700701,20,8.13306270324084,1.3555104505401392
112,-1.0640547143907106,10,-1.1704601858297818,-0.1064054714390712
270,7.437538302485095,20,8.925045962982113,1.4875076604970179
45,5.01402938828692,7,5.365011445467005,0.3509820571800848
320,6.434521734584827,30,8.364878254960276,1.9303565203754491
176,-8.058328163920091,15,-9.267077388508104,-1.2087492245880131
213,1.0517158943428342,20,1.262059073211401,0.2103431788685668
297,6.919446535742747,20,8.303335842891295,1.3838893071485483
5,-4.712624732069132,4,-4.901129721351897,-0.18850498928276505
398,-1.3043058301796115,30,-1.695597579233495,-0.3912917490538834
196,-1.3961662578102896,15,-1.6055911964818328,-0.20942493867154321
44,9.81917655879284,7,10.50651891790834,0.6873423591154992
5,7.669348919310661,4,7.976122876083087,0.30677395677242636
334,-4.917488104937373,30,-6.392734536418585,-1.475246431481212
98,1.924071456763837,10,2.116478602440221,0.19240714567638406
259,5.863238341587952,20,7.035886009905542,1.1726476683175902
372,-2.8208396195893464,30,-3.6670915054661504,-0.846251885876804
298,3.8837882754594126,20,4.660545930551295,0.776757655091882
167,-8.206964662437048,15,-9.438009361802605,-1.2310446993655564
166,-5.08182299811849,15,-5.844096447836263,-0.7622734497177728
397,-0.9917184648385238,30,-1.289234004290081,-0.2975155394515572
340,4.725515512174914,30,6.143170165827388,1.4176546536524741
142,-5.097360594120803,15,-5.861964683238924,-0.7646040891181203
396,-9.280729048880687,30,-12.064947763544893,-2.784218714664206
309,-4.0773475559314605,30,-5.300551822710899,-1.2232042667794385
145,-0.4008241165617754,15,-0.46094773404604167,-0.060123617484266256
386,1.951179965062991,30,2.5365339545818886,0.5853539895188975
234,-4.102742348404778,20,-4.923290818085733,-0.8205484696809551
113,3.084523524502325,10,3.392975876952558,0.30845235245023295
304,7.310154224625421,30,9.503200492013049,2.1930462673876274
160,8.583431699749799,15,9.870946454712268,1.2875147549624693
218,-3.0948343049521965,20,-3.7138011659426358,-0.6189668609904393
39,-4.654725314335262,7,-4.980556086338731,-0.325830772003469
366,6.558020994514404,30,8.525427292868725,1.9674062983543212
71,2.1441811819281362,9,2.337157488301669,0.19297630637353258
322,5.543666476789502,30,7.206766419826353,1.6630999430368512
253,-1.8960144228392721,20,-2.2752173074071265,-0.37920288456785434
392,-3.7801558545999576,30,-4.914202610979945,-1.1340467563799876
302,9.870923197213305,30,12.832200156377297,2.9612769591639925
178,-7.683016499509598,15,-8.835468974436038,-1.1524524749264398
187,-0.6022463330044303,15,-0.6925832829550949,-0.09033694995066455
174,-6.244385306907157,15,-7.18104310294323,-0.9366577960360729
88,1.8059254472309032,10,1.9865179919539937,0.1805925447230905
190,-9.55605943850109,15,-10.989468354276253,-1.4334089157751624
166,-2.3746065442323854,15,-2.730797525867243,-0.35619098163485763
345,4.3653775545283775,30,5.674990820886891,1.3096132663585136
218,-1.5828568444236542,20,-1.8994282133083848,-0.3165713688847307
84,6.3081738299199195,10,6.938991212911912,0.6308173829919923
248,7.283987361712029,20,8.740784834054434,1.456797472342405
211,8.900524928732175,20,10.68062991447861,1.7801049857464353
271,-4.496315840649954,20,-5.3955790087799445,-0.8992631681299903
183,-9.70041496940808,15,-11.15547721481929,-1.4550622454112112
389,-2.721293758701428,30,-3.5376818863118564,-0.8163881276104283
225,5.325251628604903,20,6.390301954325883,1.0650503257209802
356,5.168674438307686,30,6.719276769799992,1.550602331492306
388,4.374826950793926,30,5.687275036032104,1.3124480852381781
272,-3.4346246309767636,20,-4.121549557172116,-0.6869249261953527
347,-2.248104334189094,30,-2.922535634445822,-0.6744313002567282
182,9.28997600804496,15,10.683472409251703,1.3934964012067432
282,7.117457895121486,20,8.540949474145783,1.4234915790242972
88,-1.355389671886666,10,-1.4909286390753327,-0.13553896718866665
228,-2.211216017552684,20,-2.653459221063221,-0.4422432035105368
139,1.6830283685373377,15,1.9354826238179383,0.2524542552806006
107,-7.093505752206937,10,-7.802856327427632,-0.7093505752206948
317,-9.640204081499295,30,-12.532265305949084,-2.8920612244497885
370,-2.8729565078215957,30,-3.7348434601680744,-0.8618869523464787
28,-0.5721280325694664,7,-0.6121769948493291,-0.040048962279862654
310,-6.908946642739313,30,-8.981630635561107,-2.072683992821794
288,0.46827817913208847,20,0.5619338149585061,0.09365563582641767
133,9.998464510106505,15,11.49823418662248,1.4997696765159745
339,1.8840749589695562,30,2.4492974466604234,0.5652224876908671
45,9.197088450824562,7,9.840884642382283,0.6437961915577208
105,6.9317841404522085,10,7.62496255449743,0.6931784140452217
165,8.727374534275494,15,10.036480714416818,1.309106180141324
219,6.6489551546083305,20,7.978746185529996,1.3297910309216654
393,6.920203937698112,30,8.996265119007546,2.0760611813094343
33,9.48135925202675,7,10.145054399668622,0.6636951476418727
321,3.695752988948973,30,4.8044788856336655,1.1087258966846925
279,4.616119062807629,20,5.5393428753691545,0.9232238125615257
311,9.134938133508989,30,11.875419573561686,2.7404814400526973
232,-7.247261133570557,20,-8.696713360284669,-1.4494522267141114
348,-9.83757135718086,30,-12.788842764335119,-2.951271407154259
60,4.204363865492805,9,4.582756613387158,0.3783927478943525
120,4.789671113839859,15,5.508121780915837,0.7184506670759783
327,-4.243740476300086,30,-5.516862619190112,-1.273122142890026
290,-8.115918232495687,20,-9.739101878994825,-1.6231836464991378
331,1.9751290263029908,30,2.567667734193888,0.5925387078908972
1,5.732777497038221,4,5.96208859691975,0.22931109988152887
285,7.5130066941569815,20,9.015608032988377,1.5026013388313952
75,9.339874175117615,10,10.273861592629377,0.9339874175117622
93,4.815202198707574,10,5.296722418578332,0.48152021987075777
44,3.0387191207067747,7,3.2514294591562494,0.21271033844947462
14,-3.7880367856225527,5,-3.9774386249036806,-0.18940183928112786
185,-5.713042192751525,15,-6.569998521664253,-0.8569563289127284
365,-9.026283774103614,30,-11.734168906334698,-2.707885132231084
134,6.526770551010664,15,7.505786133662263,0.9790155826515994
222,4.887827387453548,20,5.8653928649442575,0.9775654774907094
350,3.0634181254548274,30,3.982443563091276,0.9190254376364484
315,-3.27992853241774,30,-4.263907092143063,-0.9839785597253226
394,5.5128021499997075,30,7.16664279499962,1.6538406449999128
64,7.061366682862392,9,7.696889684320007,0.6355230014576154
294,-4.839638243695747,20,-5.807565892434896,-0.967927648739149
293,-2.8281356679406366,20,-3.393762801528764,-0.5656271335881273
151,4.875396546710093,15,5.606706028716606,0.7313094820065134
145,7.964096949585841,15,9.158711492023716,1.1946145424378756
331,8.805297086440216,30,11.44688621237228,2.6415891259320645
369,-7.905155033817113,30,-10.276701543962247,-2.3715465101451336
362,0.8527605695276801,30,1.1085887403859842,0.2558281708583041
283,-2.9834716768878504,20,-3.5801660122654204,-0.59669433537757
381,7.930345863776196,30,10.309449622909055,2.3791037591328585
399,1.894172464406818,30,2.4624242037288635,0.5682517393220454
235,2.061375891333615,20,2.4736510696003378,0.4122751782667229
93,7.432312662236409,10,8.175543928460051,0.743231266223642
195,-6.174422661955601,15,-7.100586061248941,-0.9261633992933396
92,-5.785427807718129,10,-6.363970588489942,-0.5785427807718131
55,-6.122050403188101,9,-6.673034939475031,-0.5509845362869292
140,-9.14412022356643,15,-10.515738257101393,-1.371618033534963
249,-9.559268649126523,20,-11.471122378951828,-1.9118537298253049
7,-5.165082048815677,4,-5.371685330768304,-0.2066032819526269
399,-1.1106272978476603,30,-1.4438154872019584,-0.33318818935429806
7,-4.907515509102202,4,-5.10381612946629,-0.19630062036408802
114,2.5764001616472942,10,2.834040177812024,0.25764001616472987
321,4.183948651661471,30,5.439133247159912,1.2551845954984415
158,-8.307709636925528,15,-9.553866082464356,-1.246156445538828
338,-3.7344053490473783,30,-4.854726953761592,-1.1203216047142135
2,-8.779258565049041,4,-9.130428907651003,-0.35117034260196256
24,9.557799828324661,7,10.226845816307389,0.6690459879827273
318,-5.912427040902659,30,-7.686155153173457,-1.7737281122707982
286,-4.9355386073494145,20,-5.922646328819297,-0.9871077214698829
59,7.889190761292529,9,8.599217929808857,0.7100271685163282
58,-3.008977674696773,9,-3.2797856654194826,-0.27080799072270967
142,-2.5095484839287803,15,-2.885980756518097,-0.3764322725893168
146,7.039811050691899,15,8.095782708295683,1.0559716576037843
266,-3.341665483131293,20,-4.009998579757552,-0.6683330966262586
231,6.955246722428054,20,8.346296066913665,1.3910493444856105
302,5.404195285114433,30,7.0254538706487635,1.6212585855343304
342,-6.677020664372721,30,-8.680126863684537,-2.0031061993118158
192,8.958163103697807,15,10.301887569252477,1.3437244655546703
124,-9.639204817416307,15,-11.085085540028752,-1.4458807226124453
146,0.3590527680762978,15,0.41291068328774244,0.05385791521144462
41,-9.315370835513404,7,-9.967446793999343,-0.6520759584859395
212,2.5657731006985713,20,3.0789277208382857,0.5131546201397144
224,0.8987045456450637,20,1.0784454547740765,0.17974090912901275
253,5.9076181724862575,20,7.089141806983509,1.1815236344972515
101,3.812917363359958,10,4.194209099695954,0.3812917363359958
227,8.384753108261151,20,10.061703729913381,1.6769506216522299
367,-2.7212137981201145,30,-3.537577937556149,-0.8163641394360344
297,-4.728172795189492,20,-5.67380735422739,-0.9456345590378978
367,-0.41283775144101753,30,-0.5366890768733228,-0.12385132543230526
239,4.8873897324852535,20,5.864867678982304,0.9774779464970509
241,-5.83288882336652,20,-6.999466588039824,-1.1665777646733035
23,0.5375184124922345,7,0.5751447013666909,0.037626288874456404
67,9.98766871990172,9,10.886558904692876,0.8988901847911563
334,-4.083817469531985,30,-5.30896271039158,-1.2251452408595958
93,-2.7287193723402714,10,-3.001591309574299,-0.2728719372340276
157,-0.012024974294970292,15,-0.013828720439215835,-0.0018037461442455428
357,6.304435797334136,30,8.195766536534377,1.8913307392002405
182,3.802379759691533,15,4.372736723645263,0.5703569639537296
291,-1.1268371837578695,20,-1.3522046205094433,-0.2253674367515739
297,8.54714944328235,20,10.25657933193882,1.7094298886564694
360,7.0894594695932085,30,9.216297310471171,2.126837840877963
225,-0.6949417599858076,20,-0.8339301119829692,-0.13898835199716153
61,0.45879629699211577,9,0.5000879637214062,0.04129166672929041
117,9.102030077099691,10,10.012233084809662,0.9102030077099705
138,0.6396083233114211,15,0.7355495718081343,0.09594124849671315
79,4.208170109559626,10,4.628987120515589,0.4208170109559628
387,-0.7790742463495661,30,-1.012796520254436,-0.23372227390486988
335,-6.059083364250204,30,-7.876808373525266,-1.8177250092750619
260,1.4109586485340753,20,1.6931503782408903,0.28219172970681505
127,-0.25437249348884805,15,-0.29252836751217526,-0.03815587402332721
126,-0.7974400408371434,15,-0.9170560469627148,-0.11961600612557144
151,9.012618075779514,15,10.36451078714644,1.3518927113669257
258,5.465750671392424,20,6.558900805670909,1.0931501342784848
389,8.717806498362304,30,11.333148447870995,2.615341949508691
85,9.658265394178652,10,10.62409193359652,0.9658265394178667
147,7.343652426840343,15,8.445200290866394,1.1015478640260508
101,9.710029763000335,10,10.68103273930037,0.971002976300035
44,0.3565836066123378,7,0.38154445907520146,0.02496085246286367
300,6.222423782800103,30,8.089150917640135,1.8667271348400316
90,-0.7741887988822995,10,-0.8516076787705296,-0.07741887988823004
216,9.14613222321477,20,10.975358667857725,1.8292264446429538
37,3.751393742320886,7,4.013991304283348,0.26259756196246187
350,7.015971722588468,30,9.120763239365008,2.1047915167765403
226,0.5630768738440537,20,0.6756922486128644,0.11261537476881067
64,-0.038577466730529864,9,-0.042049438736277554,-0.0034719720057476908
250,6.277389561623902,20,7.5328674739486825,1.2554779123247801
5,7.3386555823600865,4,7.63220180565449,0.2935462232944035
280,3.9721205903531,20,4.76654470842372,0.7944241180706202
184,-8.42489896874956,15,-9.688633814061992,-1.2637348453124329
78,4.900438432795074,10,5.390482276074581,0.49004384327950756
294,-0.34906732020411013,20,-0.41888078424493214,-0.069813464040822
113,-1.542583988766319,10,-1.696842387642951,-0.15425839887663195
123,6.39965768153133,15,7.35960633376103,0.9599486522296994
324,-0.6542643573940943,30,-0.8505436646123226,-0.19627930721822828
354,6.739668457681326,30,8.761568994985725,2.021900537304399
368,-0.2626152910112989,30,-0.34139987831468854,-0.07878458730338966
263,8.07149878567818,20,9.685798542813815,1.614299757135635
61,-1.8422033223816907,9,-2.008001621396043,-0.1657982990143525
180,5.585725160208181,15,6.423583934239407,0.8378587740312264
76,-1.3776118922388463,10,-1.515373081462731,-0.1377611892238848
242,8.518555376213026,20,10.222266451455631,1.7037110752426052
206,-9.251492548192006,20,-11.101791057830408,-1.8502985096384013
283,-9.019472772666264,20,-10.823367327199517,-1.8038945545332528
209,7.6848529731817585,20,9.22182356781811,1.536970594636351
61,4.129744533954501,9,4.501421542010406,0.3716770080559053
154,1.7602907547324023,15,2.0243343679422625,0.26404361320986025
328,2.0639293601458615,30,2.68310816818962,0.6191788080437584
254,9.526125887906211,20,11.431351065487453,1.9052251775812419
224,4.888187298444123,20,5.8658247581329475,0.9776374596888244
354,3.4126461668381793,30,4.436440016889633,1.0237938500514536
